<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
10.12.2020,18:39:00,111574,115212,108579,115212,43
10.12.2020,18:40:00,109616,115284,107917,109381,52
10.12.2020,18:41:00,111131,115194,108186,112609,62
10.12.2020,18:42:00,109417,115133,107954,109532,82
10.12.2020,18:43:00,109711,114747,107986,108298,71
10.12.2020,18:44:00,110431,115284,108147,108602,5
10.12.2020,18:45:00,113432,115143,107944,112324,3
10.12.2020,18:46:00,113905,114570,108062,108641,17
10.12.2020,18:47:00,109683,115251,107948,110676,22
10.12.2020,18:48:00,111945,115125,107973,114269,10
10.12.2020,18:49:00,114512,115273,107999,112241,91
10.12.2020,18:51:00,111828,115259,108092,115259,62
10.12.2020,18:52:00,108064,115284,108064,108306,16
10.12.2020,18:53:00,109259,115108,107929,114543,88
10.12.2020,18:54:00,112889,115086,107930,114499,98
10.12.2020,18:55:00,111576,115015,107998,113800,70
10.12.2020,18:56:00,113838,115191,108123,114322,36
10.12.2020,18:57:00,108537,115274,107958,111590,91
10.12.2020,18:58:00,110438,115278,108040,114005,8
10.12.2020,18:59:00,111186,115296,108071,111779,10
10.12.2020,19:00:00,108888,115158,108292,110166,1
10.12.2020,19:01:00,111493,115206,108151,114760,85
10.12.2020,19:02:00,109769,115098,107912,114845,73
10.12.2020,19:03:00,111022,115171,108072,108861,15
10.12.2020,19:04:00,111442,115190,107936,112733,22
10.12.2020,19:05:00,109320,115091,108082,108216,8
10.12.2020,19:06:00,114355,115248,107957,108682,33
10.12.2020,19:07:00,114193,115223,107908,112906,16
10.12.2020,19:08:00,112003,115069,108003,109429,74
10.12.2020,19:09:00,110367,114902,107911,108855,70
10.12.2020,19:10:00,114303,115282,108151,112476,17
10.12.2020,19:11:00,113946,115277,107903,111329,62
10.12.2020,19:12:00,114213,115220,108146,114831,37
10.12.2020,19:13:00,115040,115273,107906,107908,41
10.12.2020,19:14:00,112055,115228,107912,113207,27
10.12.2020,19:15:00,114663,115297,108107,110585,42
10.12.2020,19:16:00,108464,115278,107958,112311,55
10.12.2020,19:17:00,112225,115103,108009,109968,50
10.12.2020,19:18:00,112932,115066,108132,112120,75
10.12.2020,19:19:00,107968,115260,107956,111656,73
10.12.2020,19:20:00,108691,115222,107977,109453,6
10.12.2020,19:21:00,109886,115233,107931,110425,27
10.12.2020,19:22:00,111470,115260,107914,109822,17
10.12.2020,19:23:00,109052,115195,107997,110683,85
10.12.2020,19:24:00,111965,114826,107967,108528,66
10.12.2020,19:25:00,113832,115258,107973,108849,86
10.12.2020,19:26:00,108457,115192,107994,110602,93
10.12.2020,19:27:00,109145,115262,107911,110717,54
10.12.2020,19:28:00,112416,115162,108239,113111,25
10.12.2020,19:29:00,114744,115282,108000,115282,43
10.12.2020,19:30:00,109609,115134,107922,108677,60
10.12.2020,19:31:00,112467,115079,107926,111642,90
10.12.2020,19:32:00,109768,115218,107982,108471,57
10.12.2020,19:33:00,115072,115072,107965,111512,17
10.12.2020,19:34:00,109423,115207,107915,107972,59
10.12.2020,19:35:00,109200,115214,108004,109996,11
10.12.2020,19:36:00,114942,114942,107903,112812,82
10.12.2020,19:37:00,112394,115287,107939,113554,71
10.12.2020,19:38:00,108032,115283,108032,114150,88
10.12.2020,19:39:00,113425,115226,107987,108689,28
10.12.2020,19:40:00,112320,115144,108007,115024,11
10.12.2020,19:41:00,109984,115266,107960,112212,90
10.12.2020,19:42:00,114408,115180,107986,110541,18
10.12.2020,19:43:00,109343,115177,107939,108839,59
10.12.2020,19:44:00,110270,115258,107993,108008,47
10.12.2020,19:45:00,109215,115195,108019,109550,49
10.12.2020,19:46:00,114579,114812,107938,111689,8
10.12.2020,19:47:00,114131,115235,108059,108182,87
10.12.2020,19:48:00,111036,115092,108007,110503,34
10.12.2020,19:49:00,109797,115209,108082,109954,70
10.12.2020,19:50:00,111004,115275,107964,111963,94
10.12.2020,19:51:00,114160,115293,107921,112110,83
10.12.2020,19:52:00,113001,115095,107911,114180,13
10.12.2020,19:53:00,108580,115278,107931,112661,29
10.12.2020,19:54:00,108379,115254,107988,111190,26
10.12.2020,19:55:00,113532,114970,107931,111518,95
10.12.2020,19:56:00,112501,114769,107911,108776,10
10.12.2020,19:57:00,110066,114796,107957,113112,28
10.12.2020,19:58:00,111154,115207,107962,111536,6
10.12.2020,19:59:00,109728,115079,107987,112955,17
10.12.2020,20:00:00,114791,115060,108437,110252,57
11.12.2020,10:00:00,108134,115189,108134,108416,17
11.12.2020,10:01:00,114256,115190,107901,108240,60
11.12.2020,10:02:00,112987,115245,108038,112427,87
11.12.2020,10:03:00,112750,114756,108073,113645,41
11.12.2020,10:04:00,109148,115240,107904,113651,32
11.12.2020,10:05:00,114559,115125,108131,112611,87
11.12.2020,10:06:00,114959,115188,108014,114711,11
11.12.2020,10:07:00,114116,115295,107944,115088,78
11.12.2020,10:08:00,111057,114975,108027,109539,15
11.12.2020,10:09:00,111272,115194,107982,113416,15
11.12.2020,10:10:00,112681,115264,107937,114257,7
11.12.2020,10:11:00,111642,115010,108152,111085,90
11.12.2020,10:12:00,108298,115225,107956,108730,38
11.12.2020,10:13:00,111916,115136,108368,109253,16
11.12.2020,10:14:00,108626,115256,107979,108004,13
11.12.2020,10:15:00,110723,115257,107924,109043,31
11.12.2020,10:16:00,109627,115217,107948,113308,30
11.12.2020,10:17:00,110456,115298,107955,113340,60
11.12.2020,10:18:00,111193,115264,108132,113616,96
11.12.2020,10:19:00,108156,115156,108156,112166,73
11.12.2020,10:20:00,110603,115159,107908,112863,38
11.12.2020,10:21:00,108574,115228,107934,108316,2
11.12.2020,10:22:00,108959,115128,108121,109097,5
11.12.2020,10:23:00,114262,115275,107983,112313,95
11.12.2020,10:24:00,108451,115111,108217,113995,56
11.12.2020,10:25:00,115196,115292,108227,115011,98
11.12.2020,10:26:00,112395,115091,108051,111533,39
11.12.2020,10:27:00,108204,115280,107902,111681,98
11.12.2020,10:28:00,108231,114992,107943,114383,90
11.12.2020,10:29:00,112439,115125,108102,110344,9
11.12.2020,10:30:00,111003,115292,107921,108311,23
11.12.2020,10:31:00,114714,115245,108152,113323,98
11.12.2020,10:32:00,111015,115195,107937,108027,4
11.12.2020,10:33:00,114771,115200,107932,113201,98
11.12.2020,10:34:00,114630,115274,108056,114267,18
11.12.2020,10:35:00,110773,115284,108041,113269,47
11.12.2020,10:36:00,108581,115271,108267,112894,58
11.12.2020,10:37:00,109861,115238,108013,113646,26
11.12.2020,10:38:00,115223,115272,108077,108901,19
11.12.2020,10:39:00,113401,115175,108077,108827,76
11.12.2020,10:40:00,110692,115231,108007,114025,63
11.12.2020,10:41:00,112978,115283,107917,109425,6
11.12.2020,10:42:00,110357,115151,108184,110985,32
11.12.2020,10:43:00,111209,115104,107953,109886,8
11.12.2020,10:44:00,109052,115194,108055,112894,43
11.12.2020,10:45:00,108410,115132,108403,113384,81
11.12.2020,10:46:00,109881,115187,108122,110062,79
11.12.2020,10:47:00,113420,115104,108070,114088,17
11.12.2020,10:48:00,112468,115258,107909,111983,9
11.12.2020,10:49:00,112293,115135,108033,111743,67
11.12.2020,10:50:00,108000,115280,107998,108422,77
11.12.2020,10:51:00,109972,114969,107960,112625,95
11.12.2020,10:52:00,113076,115107,108020,111538,89
11.12.2020,10:53:00,110322,114981,108079,108263,96
11.12.2020,10:54:00,113837,115284,108205,115284,28
11.12.2020,10:55:00,110020,115030,107993,111073,77
11.12.2020,10:56:00,109083,115263,108248,108248,91
11.12.2020,10:57:00,109583,115278,107997,111832,28
11.12.2020,10:58:00,112841,115264,108575,111326,17
11.12.2020,10:59:00,109676,115245,107953,111609,14
11.12.2020,11:00:00,110552,115193,108041,108684,21
11.12.2020,11:01:00,111040,115280,107904,112141,76
11.12.2020,11:02:00,113729,115107,108309,114722,28
11.12.2020,11:03:00,112279,115179,108145,111917,57
11.12.2020,11:04:00,110696,115261,107914,112464,93
11.12.2020,11:05:00,113116,115169,108152,112040,45
11.12.2020,11:06:00,114542,115286,107967,108315,29
11.12.2020,11:07:00,110869,115247,108032,113138,74
11.12.2020,11:08:00,108191,115145,107937,114409,13
11.12.2020,11:09:00,114169,115132,108059,112297,13
11.12.2020,11:10:00,112473,115116,107905,112595,78
11.12.2020,11:11:00,108689,115245,108430,115237,33
11.12.2020,11:13:00,109403,115244,107919,110365,91
11.12.2020,11:14:00,111640,115184,107928,109551,97
11.12.2020,11:15:00,113925,115230,108037,113502,89
11.12.2020,11:16:00,113830,115218,108007,113222,81
11.12.2020,11:17:00,112401,115228,108192,115036,53
11.12.2020,11:18:00,110911,115094,108061,113974,55
11.12.2020,11:19:00,110174,115204,108110,111129,96
11.12.2020,11:20:00,111004,115123,108108,110527,1
11.12.2020,11:21:00,109130,115267,107953,112719,26
11.12.2020,11:22:00,113572,115046,107901,110906,87
11.12.2020,11:23:00,113388,115188,108089,108596,39
11.12.2020,11:24:00,111771,115079,107930,109738,56
11.12.2020,11:25:00,110570,115124,107902,109676,30
11.12.2020,11:26:00,114164,114947,107954,114947,19
11.12.2020,11:27:00,109204,115232,108096,109885,29
11.12.2020,11:28:00,113089,115079,108265,114585,41
11.12.2020,11:29:00,111786,115156,107931,109240,36
11.12.2020,11:30:00,110280,115250,108015,112523,19
11.12.2020,11:32:00,109626,115209,107923,111403,96
11.12.2020,11:33:00,108413,115262,107973,107973,8
11.12.2020,11:34:00,113501,115273,107977,111182,45
11.12.2020,11:35:00,109972,115175,107947,108579,45
11.12.2020,11:36:00,109662,115255,107923,112727,49
11.12.2020,11:37:00,110103,115261,107919,108942,6
11.12.2020,11:38:00,108550,115284,107948,110917,70
11.12.2020,11:39:00,114587,115253,108040,110077,96
11.12.2020,11:40:00,111702,115281,107931,108469,82
11.12.2020,11:41:00,114047,115219,108141,109835,24
11.12.2020,11:42:00,111934,115197,107976,110724,62
11.12.2020,11:43:00,112429,115275,107992,114445,76
11.12.2020,11:44:00,110173,115204,107928,114228,20
11.12.2020,11:45:00,112281,115265,107905,110636,53
11.12.2020,11:46:00,112474,115171,108069,113713,95
11.12.2020,11:47:00,108031,115183,108031,111827,78
11.12.2020,11:48:00,113639,115136,107901,112254,51
11.12.2020,11:49:00,108092,114994,108008,110521,92
11.12.2020,11:50:00,108563,115268,107937,114171,64
11.12.2020,11:51:00,109092,115238,107983,109644,77
11.12.2020,11:52:00,109498,115246,107961,109840,73
11.12.2020,11:53:00,110075,115273,107993,110163,87
11.12.2020,11:54:00,108191,115072,108000,113979,18
11.12.2020,11:55:00,109315,115270,108041,112953,79
11.12.2020,11:56:00,112839,115204,107992,110451,73
11.12.2020,11:57:00,108906,114670,107949,110912,76
11.12.2020,11:58:00,110913,115145,108305,113534,94
11.12.2020,11:59:00,108796,115280,108503,109033,72
11.12.2020,12:00:00,111275,115298,107911,114070,9
11.12.2020,12:01:00,109734,115292,108063,114149,41
11.12.2020,12:02:00,111989,115172,107989,113955,29
11.12.2020,12:03:00,108992,115041,108005,108752,61
11.12.2020,12:04:00,108597,115251,108152,111113,24
11.12.2020,12:05:00,111484,115148,108090,112204,1
11.12.2020,12:06:00,110975,115067,107991,115067,17
11.12.2020,12:07:00,112185,115279,108143,114118,50
11.12.2020,12:08:00,110714,115281,108087,114433,57
11.12.2020,12:09:00,114547,115059,107948,111831,92
11.12.2020,12:10:00,113793,115167,107910,111027,93
11.12.2020,12:11:00,109645,115039,107975,114890,13
11.12.2020,12:12:00,110663,115200,108005,109863,37
11.12.2020,12:13:00,114664,115142,108065,113726,85
11.12.2020,12:14:00,113426,115218,107987,111100,15
11.12.2020,12:15:00,114158,115227,108089,115227,83
11.12.2020,12:16:00,111749,115267,107974,111651,11
11.12.2020,12:17:00,108035,115009,108035,110638,86
11.12.2020,12:19:00,113567,115280,108086,110843,62
11.12.2020,12:20:00,113080,115066,108073,114921,79
11.12.2020,12:21:00,108234,115086,108234,113959,55
11.12.2020,12:22:00,112881,115249,107940,114973,43
11.12.2020,12:23:00,111090,115249,108146,114033,43
11.12.2020,12:24:00,108733,115291,107901,112133,42
11.12.2020,12:25:00,111493,115200,108056,108416,16
11.12.2020,12:26:00,110022,115162,108108,109614,75
11.12.2020,12:27:00,108850,115257,107944,115257,30
11.12.2020,12:28:00,113623,115064,108037,111390,16
11.12.2020,12:29:00,110660,115288,107926,111944,17
11.12.2020,12:30:00,108859,115291,108087,108971,82
11.12.2020,12:31:00,114659,114980,107911,112109,21
11.12.2020,12:32:00,111682,115174,107923,109424,36
11.12.2020,12:33:00,109684,115176,108023,109262,32
11.12.2020,12:34:00,113892,115264,107970,109132,45
11.12.2020,12:35:00,108114,115289,108016,111773,28
11.12.2020,12:36:00,113475,115228,108066,109783,97
11.12.2020,12:37:00,109423,115250,108123,110926,43
11.12.2020,12:38:00,109114,115264,108033,113354,91
11.12.2020,12:39:00,109232,115185,108054,111608,74
11.12.2020,12:40:00,112545,115295,107912,111220,42
11.12.2020,12:41:00,110180,115194,108019,109299,27
11.12.2020,12:42:00,113932,115003,107995,112869,45
11.12.2020,12:43:00,110698,115151,107905,109710,2
11.12.2020,12:44:00,112974,115165,107960,109298,51
11.12.2020,12:45:00,108236,115207,107975,112503,34
11.12.2020,12:46:00,108700,115198,107980,111079,68
11.12.2020,12:47:00,115262,115262,108012,111397,66
11.12.2020,12:48:00,113725,115277,108152,110181,71
11.12.2020,12:49:00,110491,115199,107913,110112,3
11.12.2020,12:50:00,112783,115160,108353,111882,6
11.12.2020,12:51:00,108170,115251,108170,110253,28
11.12.2020,12:52:00,115229,115261,108187,111625,93
11.12.2020,12:53:00,113925,115177,107931,109608,57
11.12.2020,12:54:00,112304,115293,108159,111418,82
11.12.2020,12:55:00,111018,115183,107937,114332,70
11.12.2020,12:56:00,113731,115276,108428,109686,66
11.12.2020,12:57:00,110576,115058,107955,112058,28
11.12.2020,12:58:00,112078,114952,107908,110446,80
11.12.2020,12:59:00,114950,115124,107998,111769,12
11.12.2020,13:00:00,115100,115100,108077,108572,18
11.12.2020,13:01:00,108581,115123,107987,114238,3
11.12.2020,13:02:00,114953,115153,107989,112628,16
11.12.2020,13:03:00,114029,115219,108077,112333,14
11.12.2020,13:04:00,113154,115249,107902,110813,65
11.12.2020,13:05:00,108765,115131,108071,114690,24
11.12.2020,13:06:00,110019,115267,108097,111403,42
11.12.2020,13:07:00,114594,115178,108145,109972,68
11.12.2020,13:08:00,109424,115262,107991,113177,93
11.12.2020,13:09:00,111074,115275,107907,113249,3
11.12.2020,13:10:00,111110,115037,108221,112953,84
11.12.2020,13:11:00,111708,115203,107915,114638,1
11.12.2020,13:12:00,112931,114934,107988,110669,51
11.12.2020,13:13:00,110142,114836,108277,114128,76
11.12.2020,13:14:00,108984,115002,107940,111560,84
11.12.2020,13:15:00,110379,115127,107965,112852,53
11.12.2020,13:16:00,108666,115047,108141,113013,52
11.12.2020,13:17:00,109395,115188,108067,114961,76
11.12.2020,13:18:00,108405,115229,108333,111543,61
11.12.2020,13:19:00,109277,115297,108238,110698,24
11.12.2020,13:20:00,111071,115126,107910,108295,38
11.12.2020,13:21:00,111526,115290,107949,114674,35
11.12.2020,13:22:00,110945,115130,107947,108061,96
11.12.2020,13:23:00,109289,115064,107982,112796,34
11.12.2020,13:24:00,114719,115296,107904,108523,88
11.12.2020,13:25:00,110481,115074,108431,113632,44
11.12.2020,13:26:00,109596,115239,108020,108633,41
11.12.2020,13:27:00,109560,115293,107936,112567,24
11.12.2020,13:28:00,110453,115297,107968,113622,35
11.12.2020,13:29:00,113398,115263,107951,112689,51
11.12.2020,13:30:00,111101,115163,108186,111635,43
11.12.2020,13:31:00,112920,115216,108041,111993,26
11.12.2020,13:32:00,111376,115298,108350,112448,51
11.12.2020,13:33:00,114798,115225,107968,112027,70
11.12.2020,13:34:00,109695,115296,108059,111484,57
11.12.2020,13:35:00,109965,115074,108292,109943,28
11.12.2020,13:36:00,114109,114933,107929,112105,28
11.12.2020,13:37:00,108512,115123,108022,112089,42
11.12.2020,13:38:00,108762,115196,107903,111917,30
11.12.2020,13:39:00,109574,115291,108139,115024,16
11.12.2020,13:40:00,113261,115099,107970,115060,15
11.12.2020,13:41:00,113025,115263,107950,110676,62
11.12.2020,13:42:00,111975,115233,108006,114431,14
11.12.2020,13:43:00,110624,115269,107940,110879,75
11.12.2020,13:44:00,112029,115237,107922,111680,85
11.12.2020,13:45:00,114182,114981,108016,114493,89
11.12.2020,13:46:00,111429,115219,108026,110823,68
11.12.2020,13:47:00,108417,114985,107949,108607,63
11.12.2020,13:48:00,109519,115230,108035,112757,69
11.12.2020,13:49:00,112489,114663,107911,108396,68
11.12.2020,13:50:00,108671,115111,107906,109640,60
11.12.2020,13:51:00,112402,115217,108064,114717,44
11.12.2020,13:52:00,108330,115263,107993,110766,49
11.12.2020,13:53:00,112839,114936,108014,114786,17
11.12.2020,13:54:00,110548,114980,107957,112561,63
11.12.2020,13:55:00,113529,115080,108062,112236,6
11.12.2020,13:56:00,109955,115003,108216,109869,93
11.12.2020,13:57:00,112093,115275,107913,113595,80
11.12.2020,13:58:00,110270,115028,107984,113571,43
11.12.2020,13:59:00,113068,115196,107944,111724,43
11.12.2020,14:00:00,110165,115280,107908,114331,9
11.12.2020,14:01:00,110515,115060,108012,112397,64
11.12.2020,14:02:00,111661,115282,108178,109863,97
11.12.2020,14:03:00,111486,115274,108035,114368,47
11.12.2020,14:04:00,112087,115208,108017,109520,21
11.12.2020,14:05:00,111419,115124,107970,111858,43
11.12.2020,14:06:00,114138,115126,107961,114306,5
11.12.2020,14:07:00,110296,115225,108004,109922,73
11.12.2020,14:08:00,110980,115157,108037,113298,7
11.12.2020,14:09:00,114819,114912,108025,108050,4
11.12.2020,14:10:00,112676,115165,107988,109618,66
11.12.2020,14:11:00,111994,115172,107981,109844,18
11.12.2020,14:12:00,113646,115244,108166,109088,90
11.12.2020,14:13:00,110817,115217,108164,114643,97
11.12.2020,14:14:00,108979,115194,108001,113286,29
11.12.2020,14:15:00,108036,115264,107940,111590,15
11.12.2020,14:16:00,114229,115251,107905,113991,4
11.12.2020,14:17:00,109363,115292,107976,113929,50
11.12.2020,14:18:00,111845,115248,108146,114819,95
11.12.2020,14:19:00,107923,115188,107923,108568,47
11.12.2020,14:20:00,108574,115270,107947,109361,56
11.12.2020,14:21:00,109566,115268,107908,111549,1
11.12.2020,14:22:00,113433,115236,107930,107930,78
11.12.2020,14:23:00,110597,115262,108154,113889,67
11.12.2020,14:24:00,112395,115170,108054,112250,63
11.12.2020,14:25:00,108341,114804,108202,114423,86
11.12.2020,14:26:00,108681,115137,107919,112842,45
11.12.2020,14:27:00,109806,115189,108016,113996,24
11.12.2020,14:28:00,114465,115029,107978,109022,72
11.12.2020,14:29:00,113810,115117,107922,113132,81
11.12.2020,14:30:00,115294,115294,108010,114884,82
11.12.2020,14:31:00,113080,115271,108125,109717,61
11.12.2020,14:32:00,112000,115264,107951,108695,22
11.12.2020,14:33:00,113298,114993,107915,108189,11
11.12.2020,14:34:00,108814,114936,107945,112570,27
11.12.2020,14:35:00,108818,115285,108004,108004,36
11.12.2020,14:36:00,114320,115196,108046,114034,49
11.12.2020,14:37:00,112259,115258,107963,113660,5
11.12.2020,14:38:00,110851,115297,107909,111085,4
11.12.2020,14:39:00,109688,114941,107924,108382,69
11.12.2020,14:40:00,108089,115298,107977,109652,72
11.12.2020,14:41:00,112192,115276,107995,108900,92
11.12.2020,14:42:00,110827,115178,107959,109620,5
11.12.2020,14:43:00,113346,114916,107985,110098,63
11.12.2020,14:44:00,113085,115125,107944,110767,46
11.12.2020,14:45:00,110383,115298,108057,112810,7
11.12.2020,14:46:00,115274,115276,108053,108862,93
11.12.2020,14:47:00,111506,115116,108032,114754,52
11.12.2020,14:48:00,113570,115261,107907,115102,40
11.12.2020,14:49:00,112581,115294,107990,113388,72
